Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Titania Stone
appliedenergistics2:facade:0, Cable Facade - Titania Iron Ore
appliedenergistics2:facade:0, Cable Facade - Titania Tin Ore
appliedenergistics2:facade:0, Cable Facade - Titania Copper Ore
appliedenergistics2:facade:0, Cable Facade - Titania Gravel
appliedenergistics2:facade:0, Cable Facade - Iapetus Surface Rock
appliedenergistics2:facade:0, Cable Facade - Iapetus Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Iapetus Stone
appliedenergistics2:facade:0, Cable Facade - Iapetus Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Tin Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Copper Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Ice
appliedenergistics2:facade:0, Cable Facade - Iapetus Gravel
appliedenergistics2:facade:0, Cable Facade - Fossil Block
appliedenergistics2:facade:0, Cable Facade - Nuclear Bomb
appliedenergistics2:facade:0, Cable Facade - Fire Bomb
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Potash
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Snow Bricks
appliedenergistics2:facade:0, Cable Facade - Ice Bricks
appliedenergistics2:facade:0, Cable Facade - Fire Bricks
appliedenergistics2:facade:0, Cable Facade - Black/White Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Marble Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Marble Broken Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Metal Mesh Floor
appliedenergistics2:facade:0, Cable Facade - Frozen Nitrogen Bricks
appliedenergistics2:facade:0, Cable Facade - Volcanic Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Carbon Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Carbon Broken Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Magnesium Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Magnesium Broken Tiled Floor
appliedenergistics2:facade:0, Cable Facade - Ash Bricks
appliedenergistics2:facade:0, Cable Facade - White Block
appliedenergistics2:facade:0, Cable Facade - Red Block
appliedenergistics2:facade:0, Cable Facade - Blue Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Block
appliedenergistics2:facade:0, Cable Facade - Yellow Block
appliedenergistics2:facade:0, Cable Facade - Green Block
appliedenergistics2:facade:0, Cable Facade - Red Candy Cane
appliedenergistics2:facade:0, Cable Facade - Green Candy Cane
appliedenergistics2:facade:0, Cable Facade - Blue Candy Cane
appliedenergistics2:facade:0, Cable Facade - Orange Candy Cane
appliedenergistics2:facade:0, Cable Facade - Magenta Candy Cane
appliedenergistics2:facade:0, Cable Facade - Pink Candy Cane
appliedenergistics2:facade:0, Cable Facade - Lime Candy Cane
appliedenergistics2:facade:0, Cable Facade - Purple Candy Cane
appliedenergistics2:facade:0, Cable Facade - Brown Candy Cane
appliedenergistics2:facade:0, Cable Facade - Black Candy Cane
appliedenergistics2:facade:0, Cable Facade - Red Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Green Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Blue Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Orange Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Magenta Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Pink Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Lime Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Purple Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Brown Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Black Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Cake Block
appliedenergistics2:facade:0, Cable Facade - Red Velvet Cake Block
appliedenergistics2:facade:0, Cable Facade - Chocolate Cake Block
appliedenergistics2:facade:0, Cable Facade - White Icing with Red Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Green Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Pink Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Orange Dots
appliedenergistics2:facade:0, Cable Facade - Cookie Rocks
appliedenergistics2:facade:0, Cable Facade - Diamond Grit
appliedenergistics2:facade:0, Cable Facade - Gold Grit
appliedenergistics2:facade:0, Cable Facade - Coal Grit
appliedenergistics2:facade:0, Cable Facade - Iron Grit
appliedenergistics2:facade:0, Cable Facade - Emerald Grit
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Novice Essentia Diffusion Cell
appliedenergistics2:facade:0, Cable Facade - Adept Essentia Diffusion Cell
appliedenergistics2:facade:0, Cable Facade - Master Essentia Diffusion Cell
appliedenergistics2:facade:0, Cable Facade - Grandmaster Essentia Diffusion Cell
appliedenergistics2:facade:0, Cable Facade - Magic Casing
appliedenergistics2:facade:0, Cable Facade - Fishery Casing
appliedenergistics2:facade:0, Cable Facade - Quantum Casing
appliedenergistics2:facade:0, Cable Facade - Quantum Generator Casing
appliedenergistics2:facade:0, Cable Facade - Crushing Wheels
appliedenergistics2:facade:0, Cable Facade - Slicing Blades
appliedenergistics2:facade:0, Cable Facade - Electrolytic Cell
appliedenergistics2:facade:0, Cable Facade - Heat Vent
appliedenergistics2:facade:0, Cable Facade - Molybdenum Disilicide Coil Block
appliedenergistics2:facade:0, Cable Facade - Secure Maceration Casing
appliedenergistics2:facade:0, Cable Facade - High Temperature Smelting Casing
appliedenergistics2:facade:0, Cable Facade - Large-Scale Assembler Casing
appliedenergistics2:facade:0, Cable Facade - Stress Proof Casing
appliedenergistics2:facade:0, Cable Facade - Corrosion Proof Casing
appliedenergistics2:facade:0, Cable Facade - Vibration-Safe Casing
appliedenergistics2:facade:0, Cable Facade - Watertight Casing
appliedenergistics2:facade:0, Cable Facade - Shock Proof Cutting Casing
appliedenergistics2:facade:0, Cable Facade - Nonconducting Casing
appliedenergistics2:facade:0, Cable Facade - Reaction-Safe Mixing Casing
appliedenergistics2:facade:0, Cable Facade - Laser-Safe Engraving Casing
appliedenergistics2:facade:0, Cable Facade - Atomic Casing
appliedenergistics2:facade:0, Cable Facade - Industrial Steam Casing
appliedenergistics2:facade:0, Cable Facade - Crushing Wheels
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Inventory Cable
appliedenergistics2:facade:0, Cable Facade - Xtone Tile
appliedenergistics2:facade:0, Cable Facade - Agon 1
appliedenergistics2:facade:0, Cable Facade - Azur 1
appliedenergistics2:facade:0, Cable Facade - Bitt 1
appliedenergistics2:facade:0, Cable Facade - Cray 1
appliedenergistics2:facade:0, Cable Facade - Fort 1
appliedenergistics2:facade:0, Cable Facade - Iszm 1
appliedenergistics2:facade:0, Cable Facade - Jelt 1
appliedenergistics2:facade:0, Cable Facade - Korp 1
appliedenergistics2:facade:0, Cable Facade - Kryp 1
appliedenergistics2:facade:0, Cable Facade - Lair 1
appliedenergistics2:facade:0, Cable Facade - Lave 1
appliedenergistics2:facade:0, Cable Facade - Mint 1
appliedenergistics2:facade:0, Cable Facade - Myst 1
appliedenergistics2:facade:0, Cable Facade - Reds 1
appliedenergistics2:facade:0, Cable Facade - Reed 1
appliedenergistics2:facade:0, Cable Facade - Roen 1
appliedenergistics2:facade:0, Cable Facade - Sols 1
appliedenergistics2:facade:0, Cable Facade - Sync 1
appliedenergistics2:facade:0, Cable Facade - Tank 1
appliedenergistics2:facade:0, Cable Facade - Vect 1
appliedenergistics2:facade:0, Cable Facade - Vena 1
appliedenergistics2:facade:0, Cable Facade - Zane 1
appliedenergistics2:facade:0, Cable Facade - Zech 1
appliedenergistics2:facade:0, Cable Facade - Zest 1
appliedenergistics2:facade:0, Cable Facade - Zeta 1
appliedenergistics2:facade:0, Cable Facade - Zion 1
appliedenergistics2:facade:0, Cable Facade - Zkul 1
appliedenergistics2:facade:0, Cable Facade - Zoea 1
appliedenergistics2:facade:0, Cable Facade - Zome 1
appliedenergistics2:facade:0, Cable Facade - Zone 1
appliedenergistics2:facade:0, Cable Facade - Zorg 1
appliedenergistics2:facade:0, Cable Facade - Ztyl 1
appliedenergistics2:facade:0, Cable Facade - Zyth 1
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:60, Magnet Card
appliedenergistics2:material:58, Pattern Expansion Card
appliedenergistics2:material:59, Quantum Link Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, §d128³§r Spatial Component
appliedenergistics2:material:37, §a16k§r ME Storage Component
appliedenergistics2:material:33, §916³§r Spatial Component
appliedenergistics2:material:35, §61k§r ME Storage Component
appliedenergistics2:material:32, §62³§r Spatial Component
appliedenergistics2:material:36, §e4k§r ME Storage Component
appliedenergistics2:material:38, §b64k§r ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, §a16k§r ME Fluid Storage Component
appliedenergistics2:material:54, §61k§r ME Fluid Storage Component
appliedenergistics2:material:55, §e4k§r ME Fluid Storage Component
appliedenergistics2:material:57, §b64k§r ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
